SourceFile,Company Code,Legal Name,Trade Name,GSTIN,PAN,CIN,Registered Address,Billing Address,Contact Email,Contact Phone,Default Currency,Books Export Flag,Active From,Active To,Notes,Customer Code,Customer Name,Company,GST Type,GST Treatment,Shipping Addresses,Credit Terms,Custom Credit Days,Freight Terms,Freight Split Notes,Allowed Price Lists,Default Warehouses,Overdue Notification Recipients,Contact Person,Documents,Active Flag,Godown Code,Warehouse,Godown Name,Storage Condition,Capacity UOM,Capacity Value,Batch Tracking Enabled,Default QC Hold Area,Machine ID,Godown,Machine Name,Category,Commission Date,Maintenance Vendor,Next Service Due,Status,Price List ID,Customer,Delivery Region,Currency,Effective From,Effective To,Default Freight Terms,Price Lines,SKU Code,Product Name,Product Type,Goods Sub-Type,Service Sub-Type,Custom Service Category,Description,Batch Tracking Required,Shelf Life (Days),QC Responsibility,QC Template,UOM,Secondary UOMs,Specific Gravity,Conversion Notes,Packing Material Default,Yield Tracking Required,Yield Parameters,Wage Method,Freight Class,Created By,Created Date,Last Modified By,Role Code,Role Name,Module Permissions,Data Scope,Approval Levels,Default Share Rules,Service Code,Name,Direction,Default TDS %,Default TCS %,Warehouse Availability,Staff ID,Staff Type,First Name,Last Name,Gender,Date of Birth,Primary Location,Department,Designation,Employment Start Date,Employment End Date,Employment Status,HR Owner,Shift Assignment,Overtime Eligible,Contractor Flag,Contractor Vendor,Bank Account,ID Proofs,Face Template ID,Photo Reference,Contact Number,Emergency Contact,Address,Remarks,Portal User ID,Employee Record,Primary Email,Mobile,Default Warehouse,Warehouse Scope,Last Accessed,Tax Type,Section Reference,Rate %,Applicable On,Threshold Amount,Company Scope,Template ID,Template Type,Revision No.,Layout JSON/XML,Requires Digital Signature,Approval Log,Transporter Code,Freight Modes,Coverage Routes,TDS Rate %,Payment Terms,Rating,Vendor Code,Vendor Name,Vendor Type,City,State,Country,Pincode,Custom Payment Days,Credit Limit,Credit Days,TCS Rate %,Bank Details,Preferred Transporters,Allowed Warehouses,Attachments,Warehouse Code,Warehouse Type,Geo Latitude,Geo Longitude,Time Zone,Warehouse Coordinator(Office),Warehouse HR Coordinator,Warehouse Manager(s),Warehouse Coordinator(s),Warehouse Supervisor(s)
All Company.csv,101,MOHAN RAJ,mohan,82448418,8149841981,19874984918,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India","P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India",mohanrajcom7@gmail.com,+918838669521,INR,true,01-Nov-2025,04-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,355023000000276251,MM,, 27ABCDE1234F2Z,,,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India","P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, Indonesia",,,INR,false,13-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,222,LANCERS  IT INTERNATIONAL ,LANCERS  IT INTERNATIONAL ,684186468,891798748,298464171,"SALEM, SALEM, SALEM, TAMIL NADU, 632566, India","SALEM, SALEM, SALEM, TAMIL NADU, 632544, India",mohan@gmail.com,+918859668547,INR,true,09-Nov-2025,11-Nov-2025,IT TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,54455,LANCER IT,LANCER IT,14687891,849814,189468,"SALEM, SALEM, SALEM, TAMIL NADU, 534101, India","SALEM, SALEM, SALEM, TAMIL NADU, 534101, India",mohan@gmail.com,+918456325412,INR,true,08-Nov-2025,11-Nov-2025,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,235,KRIYAA,KRIYAA,85698547,746632558,8569856625,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, TAMIL NADU, 534101, India","P.B.NO-15, TANUKU ROAD ,  TADEPALLIGUDEM, SALEM, TAMIL NADU, 534101, India",mohan@gmail.com,+918854441255,INR,true,09-Nov-2025,11-Nov-2025,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,466,KRIYA,KRIYA,45642464,1646541854,78451296,"SALEM, SALEM, SALEM, TAMIL NADU, 636011, India","SALEM, SALEM, SALEM, TAMIL NADU, 636011, India",mohan@gmail.com,+911236521456,INR,true,02-Nov-2025,11-Nov-2025,KRIYA ADDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,3225,LANCER IT,LANCER IT,268918718676,2841981984,268484168778,"SALEM, SALEM, SALEM, TAMIL NADU, 534101, India","SALEM, SALEM, SALEM, TAMIL NADU, 534101, India",mohan@gmail.com,+918856996587,INR,true,10-Nov-2025,11-Nov-2025,LANCER IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,141,LANCER,LANCER,4984198798891,2984984198,1849879879,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SS TOWER,ANNAPURAM,  JUNCTION MAIN ROAD, Andhra Pradesh, 534101, India","P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India",mohan@gmail.com,+918856996965,INR,true,09-Nov-2025,11-Nov-2025,IT TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,1010,LANCER,LANCER,4586365895,785463254,29848749818,"P.B.NO-15, TANUKU ROAD ,  TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India","P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, Andhra Pradesh, 534101, India",mohan@gmail.com,+918858554547,INR,true,02-Nov-2025,11-Nov-2025,IT TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,3,BIOGREEN TECHNOLOGY PVT LTD,BIOGREEN TECHNOLOGY PVT LTD,33AAFCB0101R1ZY,AAFCB0101R,U24119TZ2012PTCO18270,"472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India","472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India",biogreentechnology@gmail.com,+914272430833,INR,true,11-Nov-2025,18-Nov-2025,SS BIO CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,1,SS BIOCHEM PVT LTD,SS BIOCHEM PVT LTD,33AAMCS0974N1ZT,AAMCS0974N,U24123KA2007PTCO41668,"472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India","472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India",sales@ssbiochem.com,+914272430833,INR,true,13-Nov-2025,18-Nov-2025,SS BIO CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Company.csv,2,UNITED AGRO INDUSTRIES,UNITED AGRO INDUSTRIES,33AABFU0310L1ZM,AABFU0310L,NILL,"472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India","472/3, 2ND FLOOR, SS TOWER,ANNAPURAM, JUNCTION MAIN ROAD, SALEM, TAMIL NADU, 636004, India",sales@unitedagroindustries.com,+914272430833,INR,true,10-Nov-2025,13-Nov-2025,SS ARGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Customer Masters.csv,,,,,,,,"bn, xc, salem, Andhra Pradesh, 534101, Angola",mana@gmail.com,+917896541236,,,,,,7410,asdfg,LANCER,Not Registered,,"asdfghj P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM, SALEM, SALEM, Andhra Pradesh, 534101, Afghanistan China INR manager +917896325412",Net 45,77,Paid,no,EUR,UNITED AGRO INDUSTRIES,355023000000278415,manager,1763290026550346_Screenshot__3_.png,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Customer Masters.csv,,,,,,,,"P.B.NO-15, , TANUKU ROAD , TADEPALLIGUDEM, SALEM, TAMIL NADU, 534101, India",manage@gmail.com,+911236547895,,,,,,105,MAHe,KRIYA,Not Registered,,"FROM CHENNAI, SALEM, SALME, Andhra Pradesh, 534101, India China INR PLANT INCHARGE +918541223652",Net 45,4,Mixed,ACCESSED,INR,SIDCO IN,355023000000278415,BRANCHMANAGER,1762842285003341_WIN_20251105_09_41_02_Pro.jpg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Godowns.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,858,SIDCO IN,SIP,Ambient,,741.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Godowns.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,3,SIDCO IN,IN FORMULATION PLANT,Cold,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Godowns.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2,UNITED AGRO INDUSTRIES,PACKING&STORAGE,Cold,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Godowns.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1,UNITED AGRO INDUSTRIES,Manufacturing,Ambient,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Machineries.csv,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,SIDCO IN,,,,,,,3,Manufacturing,NONE,Production Line,21-Nov-2025,3F Industries Limited-West Godavari,29-Nov-2025,Under Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Machineries.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDCO IN,,,,,,,2,PACKING&STORAGE,SUPER CRITICAL EXTRACTION,Machine Spares,11-Nov-2025,3F Industries Limited-West Godavari,15-Nov-2025,Under Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Machineries.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDCO IN,,,,,,,1,IN FORMULATION PLANT,AJITITORN,Capital Goods,10-Nov-2025,3F Industries Limited-West Godavari,27-Nov-2025,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Price List Masters.csv,,,,,,,,,,,,,,,no,,,BIOGREEN TECHNOLOGY PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,741,MAHe,South,EUR,11-Nov-2025,19-Nov-2025,To_Pay,K-GUARD BX 741.00 654.00 789654.00 17-Nov-2025 18-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Price List Masters.csv,,,,,,,,,,,,,,,N/A,,,LANCERS  IT INTERNATIONAL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,10,asdfg,North,INR,11-Nov-2025,12-Nov-2025,Paid,NEEMOIL EA 456.00 46.00 456.00 01-Nov-2025 10-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Product Masters.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,102,K-GUARD,Services,PACKING_MATERIAL,Freight,CHANGING,N/A,Yes,23,QC Coordinator,plkm,Litre,PHASE1 852.00 456.00 10-Nov-2025 13-Nov-2025,11.00,N/A,NEEMOIL,Yes,Purity %,Template Rate,Hazardous,355023000000337031,12-Nov-2025 10:18:28,355023000000337031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Product Masters.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,101,NEEMOIL,Goods,PACKING_MATERIAL,Warehouse Expense,MATERIAL CHANGE,N/A,Yes,12,Warehouse Coordinator,Stitching Machine 257373,Kg,PHASE2 12.00 33.00 09-Nov-2025 14-Nov-2025,12.00,N/A,,Yes,Physical Qty,Template Rate,Hazardous,355023000000278415,11-Nov-2025 10:16:53,355023000000278415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Warehouse Supervisors(s),Testing 5,Warehouse,Others Request 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Warehouse Coordinator(s),Testing 4,Warehouse,Production Evaluation 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Warehouse Manager(s),Testing 3,Warehouse,Sales Payment 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
